Program Name,Department,GPA,GRE Score,TOEFL Score,Admission Accepted
Health Information Technology,Information Systems,3.51,337,109,Yes
Electrical Engineering,Electrical Engineering,3.4,338,114,Yes
Health Information Technology,Information Systems,3.57,321,119,No
Electrical Engineering,Electrical Engineering,3.35,327,93,No
Engineering Management,Engineering Management,3.98,339,86,Yes
Computer Science,Computer Science,3.57,295,108,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.02,303,81,No
Computer Science,Computer Science,4.0,292,112,Yes
Environmental Engineering,Civil & Environmental Engineering,3.59,323,116,Yes
Engineering Management,Engineering Management,3.67,300,102,Yes
Human-Centered Computing,Information Systems,3.78,326,120,No
Health Information Technology,Information Systems,3.1,290,101,Yes
Engineering Management,Engineering Management,3.74,330,114,Yes
Health Information Technology,Information Systems,3.2,303,103,No
Environmental Engineering,Civil & Environmental Engineering,3.97,334,110,Yes
Data Science,Information Systems,3.27,325,108,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.53,309,102,No
Electrical Engineering,Electrical Engineering,4.0,316,107,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.69,324,92,Yes
Data Science,Information Systems,3.71,309,92,No
Human-Centered Computing,Information Systems,3.83,290,114,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.28,314,90,Yes
Engineering Management,Engineering Management,3.97,325,115,No
Computer Science,Computer Science,3.82,297,111,No
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.83,315,114,Yes
Computer Science,Computer Science,3.62,314,106,No
Cybersecurity,Information Systems,3.1,309,90,Yes
Engineering Management,Engineering Management,3.79,323,101,Yes
Electrical Engineering,Electrical Engineering,3.82,336,97,No
Environmental Engineering,Civil & Environmental Engineering,3.61,318,114,No
Data Science,Information Systems,3.87,295,93,Yes
Health Information Technology,Information Systems,3.02,315,113,No
Electrical Engineering,Electrical Engineering,3.49,300,112,Yes
Environmental Engineering,Civil & Environmental Engineering,3.5,309,102,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.59,298,85,Yes
Cybersecurity,Information Systems,3.73,327,103,Yes
Environmental Engineering,Civil & Environmental Engineering,3.64,331,109,Yes
Electrical Engineering,Electrical Engineering,3.77,300,100,No
Electrical Engineering,Electrical Engineering,3.87,340,94,Yes
Human-Centered Computing,Information Systems,3.86,339,104,Yes
Data Science,Information Systems,3.59,314,99,Yes
Computer Science,Computer Science,3.66,329,117,Yes
Cybersecurity,Information Systems,3.94,308,80,Yes
Electrical Engineering,Electrical Engineering,3.42,320,104,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.36,291,93,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.03,335,90,Yes
Health Information Technology,Information Systems,3.26,313,119,No
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.02,309,96,Yes
Cybersecurity,Information Systems,3.88,314,117,Yes
Human-Centered Computing,Information Systems,3.75,302,117,Yes
Health Information Technology,Information Systems,3.61,310,98,Yes
Health Information Technology,Information Systems,3.95,326,106,No
Engineering Management,Engineering Management,3.37,329,99,Yes
Health Information Technology,Information Systems,3.75,297,95,No
Engineering Management,Engineering Management,3.53,320,91,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.58,290,103,Yes
Health Information Technology,Information Systems,3.62,339,108,Yes
Electrical Engineering,Electrical Engineering,3.71,310,101,Yes
Engineering Management,Engineering Management,3.48,313,89,Yes
Human-Centered Computing,Information Systems,3.66,334,106,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.22,305,88,No
Electrical Engineering,Electrical Engineering,3.62,311,99,No
Computer Engineering,Computer Science & Electrical Engineering,3.45,335,106,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.31,331,100,Yes
Health Information Technology,Information Systems,3.38,302,105,Yes
Engineering Management,Engineering Management,3.6,329,107,No
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.66,328,98,Yes
Cybersecurity,Information Systems,3.02,313,96,No
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.13,340,110,Yes
Engineering Management,Engineering Management,3.38,326,108,No
Data Science,Information Systems,3.28,298,90,No
Computer Science,Computer Science,3.55,322,109,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.38,325,85,Yes
Engineering Management,Engineering Management,3.72,297,88,Yes
Electrical Engineering,Electrical Engineering,3.75,297,116,Yes
Engineering Management,Engineering Management,3.57,328,87,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.29,315,109,No
Data Science,Information Systems,3.62,292,99,No
Data Science,Information Systems,3.63,313,117,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.44,340,110,Yes
Cybersecurity,Information Systems,3.5,326,101,Yes
Environmental Engineering,Civil & Environmental Engineering,3.88,300,116,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.92,306,119,No
Data Science,Information Systems,3.48,291,97,No
Health Information Technology,Information Systems,3.07,318,93,Yes
Data Science,Information Systems,3.21,311,110,Yes
Data Science,Information Systems,3.96,320,104,No
Engineering Management,Engineering Management,3.48,294,83,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.79,294,119,Yes
Engineering Management,Engineering Management,3.76,308,107,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.74,323,112,No
Health Information Technology,Information Systems,3.23,308,108,No
Data Science,Information Systems,3.52,302,109,No
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.65,318,89,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.44,337,96,Yes
Health Information Technology,Information Systems,3.76,291,106,Yes
Health Information Technology,Information Systems,3.28,290,111,Yes
Health Information Technology,Information Systems,3.78,319,95,No
Cybersecurity,Information Systems,3.72,314,113,Yes
Environmental Engineering,Civil & Environmental Engineering,3.76,318,101,Yes
Electrical Engineering,Electrical Engineering,3.62,290,114,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.87,295,93,No
Human-Centered Computing,Information Systems,3.56,302,115,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.42,310,102,Yes
Computer Science,Computer Science,3.93,302,101,Yes
Human-Centered Computing,Information Systems,3.62,310,120,Yes
Environmental Engineering,Civil & Environmental Engineering,3.76,337,114,No
Computer Engineering,Computer Science & Electrical Engineering,3.56,302,111,Yes
Health Information Technology,Information Systems,3.84,307,104,Yes
Data Science,Information Systems,3.99,301,108,No
Electrical Engineering,Electrical Engineering,3.37,321,117,Yes
Data Science,Information Systems,3.96,309,114,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.75,315,98,Yes
Computer Science,Computer Science,3.59,308,109,No
Health Information Technology,Information Systems,3.96,317,95,Yes
Human-Centered Computing,Information Systems,3.8,326,119,No
Health Information Technology,Information Systems,3.38,295,99,No
Electrical Engineering,Electrical Engineering,3.52,310,95,Yes
Computer Science,Computer Science,3.9,340,105,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.54,314,118,Yes
Engineering Management,Engineering Management,3.87,336,81,Yes
Cybersecurity,Information Systems,3.09,331,91,Yes
Data Science,Information Systems,3.95,306,90,Yes
Human-Centered Computing,Information Systems,3.55,319,101,Yes
Engineering Management,Engineering Management,3.01,297,99,No
Health Information Technology,Information Systems,3.9,311,96,Yes
Environmental Engineering,Civil & Environmental Engineering,3.74,296,106,No
Electrical Engineering,Electrical Engineering,3.94,332,120,No
Human-Centered Computing,Information Systems,3.68,310,112,Yes
Data Science,Information Systems,3.49,291,103,No
Computer Science,Computer Science,3.56,292,106,No
Data Science,Information Systems,3.23,317,100,No
Computer Science,Computer Science,3.57,306,115,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.55,323,113,No
Engineering Management,Engineering Management,3.81,309,113,Yes
Health Information Technology,Information Systems,3.07,300,102,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.6,335,88,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.89,306,97,No
Cybersecurity,Information Systems,3.92,291,88,Yes
Cybersecurity,Information Systems,3.63,330,101,No
Environmental Engineering,Civil & Environmental Engineering,3.75,315,119,No
Computer Science,Computer Science,3.67,294,116,Yes
Cybersecurity,Information Systems,3.87,310,104,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.69,306,99,Yes
Cybersecurity,Information Systems,3.07,307,114,Yes
Computer Science,Computer Science,4.0,300,113,No
Cybersecurity,Information Systems,3.75,294,117,No
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.87,331,82,Yes
Computer Science,Computer Science,3.73,311,105,Yes
Human-Centered Computing,Information Systems,3.96,314,106,Yes
Computer Science,Computer Science,3.92,294,103,No
Engineering Management,Engineering Management,3.93,324,120,Yes
Health Information Technology,Information Systems,3.44,314,102,Yes
Engineering Management,Engineering Management,3.35,315,87,No
Electrical Engineering,Electrical Engineering,3.87,331,108,Yes
Data Science,Information Systems,3.51,297,91,Yes
Health Information Technology,Information Systems,3.96,314,99,No
Human-Centered Computing,Information Systems,3.52,340,115,Yes
Cybersecurity,Information Systems,3.18,292,108,No
Data Science,Information Systems,3.41,335,108,Yes
Health Information Technology,Information Systems,3.41,333,102,No
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.6,314,119,Yes
Health Information Technology,Information Systems,3.74,290,104,Yes
Human-Centered Computing,Information Systems,3.78,335,108,Yes
Environmental Engineering,Civil & Environmental Engineering,3.79,305,120,Yes
Engineering Management,Engineering Management,3.87,299,108,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.94,299,81,Yes
Computer Science,Computer Science,3.67,325,110,Yes
Human-Centered Computing,Information Systems,3.61,323,114,No
Computer Science,Computer Science,3.96,323,111,Yes
Engineering Management,Engineering Management,3.63,302,94,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.27,301,109,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.58,299,115,No
Health Information Technology,Information Systems,3.87,334,97,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.98,290,119,Yes
Data Science,Information Systems,3.35,332,109,Yes
Electrical Engineering,Electrical Engineering,3.56,339,102,No
Electrical Engineering,Electrical Engineering,3.72,320,118,No
Environmental Engineering,Civil & Environmental Engineering,3.92,334,102,No
Computer Science,Computer Science,3.94,322,119,Yes
Data Science,Information Systems,3.83,326,106,Yes
Environmental Engineering,Civil & Environmental Engineering,3.64,324,116,Yes
Engineering Management,Engineering Management,3.62,321,93,Yes
Engineering Management,Engineering Management,3.19,293,103,Yes
Data Science,Information Systems,3.6,332,98,Yes
Computer Science,Computer Science,3.99,290,109,Yes
Environmental Engineering,Civil & Environmental Engineering,3.83,301,108,Yes
Cybersecurity,Information Systems,3.89,290,87,Yes
Electrical Engineering,Electrical Engineering,3.5,294,115,No
Cybersecurity,Information Systems,3.27,317,96,No
Health Information Technology,Information Systems,3.74,340,108,No
Engineering Management,Engineering Management,3.75,334,113,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.65,295,98,Yes
Data Science,Information Systems,3.98,324,109,Yes
Health Information Technology,Information Systems,3.98,310,111,No
Human-Centered Computing,Information Systems,3.76,301,103,No
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.7,305,95,Yes
Human-Centered Computing,Information Systems,3.98,304,104,No
Computer Science,Computer Science,3.89,333,112,No
Cybersecurity,Information Systems,3.94,324,116,Yes
Health Information Technology,Information Systems,3.48,329,96,Yes
Engineering Management,Engineering Management,3.44,301,109,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.28,294,85,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.51,340,97,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.74,315,82,No
Computer Science,Computer Science,3.75,313,115,Yes
Computer Science,Computer Science,3.86,318,110,No
Electrical Engineering,Electrical Engineering,3.66,323,103,Yes
Electrical Engineering,Electrical Engineering,3.61,296,100,No
Cybersecurity,Information Systems,3.28,296,85,Yes
Computer Science,Computer Science,3.6,299,115,Yes
Computer Engineering,Computer Science & Electrical Engineering,3.22,322,85,Yes
Computer Science,Computer Science,3.93,311,103,Yes
Electrical Engineering,Electrical Engineering,3.63,335,97,Yes
Electrical Engineering,Electrical Engineering,3.6,330,118,Yes
Chemical & Biochemical Engineering,Chemical & Biochemical Engineering,3.29,339,117,Yes
